表層形, 品詞
。,記号
「,記号
そこ,名詞
が,助詞
、,記号
やはり,副詞
人情,名詞
という,助詞
もの,名詞
だ,助動詞
」,記号
彼,名詞
は,助詞
次第に,副詞
、,記号
大きく,形容詞
構え,動詞
て,助詞
来,動詞
まし,助動詞
た,助動詞
。,記号
「,記号
はじめ,名詞
、,記号
女,名詞
と,助詞
関係,名詞
を,助詞
結ん,動詞
だ,助動詞
の,名詞
は,助詞
、,記号
どこ,名詞
だ,助動詞
」,記号
ほとんど,副詞
裁判官,名詞
の,助詞
如く,助動詞
、,記号
もったいぶっ,動詞
て,助詞
尋ねる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
彼,名詞
は,助詞
、,記号
自分,名詞
を,助詞
子供,名詞
と,助詞
あなどり,動詞
、,記号
秋,名詞
の,助詞
夜,名詞
の,助詞
つれづれ,副詞
に,助詞
、,記号
あたかも,副詞
彼,名詞
自身,名詞
が,助詞
取調べ,名詞
の,助詞
主任,名詞
で,助詞
も,助詞
ある,動詞
か,助詞
の,助詞
よう,名詞
に,助詞
装い,動詞
、,記号
自分,名詞
から,助詞
猥談,名詞
めい,動詞
た,助動詞
述懐,名詞
を,助詞
引き出そ,動詞
う,助動詞
という,助詞
魂胆,名詞
の,助詞
よう,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
素早く,形容詞
それ,名詞
を,助詞
察し,動詞
、,記号
噴き出し,動詞
たい,助動詞
の,名詞
を,助詞
怺,名詞
える,動詞
のに,助詞
骨,名詞
を,助詞
折り,動詞
まし,助動詞
た,助動詞
。,記号
そんな,連体詞
お巡り,名詞
の,助詞
「,記号
非公式,名詞
な,助動詞
訊問,名詞
」,記号
に,助詞
は,助詞
、,記号
いっさい,名詞
答,名詞
を,助詞
拒否,名詞
し,動詞
て,助詞
も,助詞
かまわ,動詞
ない,助動詞
の,名詞
だ,助動詞
という,助詞
事,名詞
は,助詞
、,記号
自分,名詞
も,助詞
知っ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
しかし,接続詞
、,記号
秋,名詞
の,助詞
夜,名詞
な,助動詞
が,助詞
に,助詞
興,名詞
を,助詞
添える,動詞
ため,名詞
、,記号
自分,名詞
は,助詞
、,記号
あくまでも,副詞
神妙,名詞
に,助詞
、,記号
その,連体詞
お巡り,名詞
こそ,助詞
取調べ,名詞
の,助詞
主任,名詞
で,助動詞
あっ,助動詞
て,助詞
、,記号
刑罰,名詞
の,助詞
軽重,名詞
の,助詞
決定,名詞
も,助詞
その,連体詞
お巡り,名詞
の,助詞
思召,名詞
し,動詞
一つ,名詞
に,助詞
在る,動詞
の,名詞
だ,助動詞
、,記号
という,助詞
事,名詞
を,助詞
固く,形容詞
信じ,動詞
て,助詞
疑わ,動詞
ない,助動詞
よう,名詞
な,助動詞
所,名詞
謂,名詞
誠意,名詞
を,助詞
お,接頭詞
もて,動詞
に,助詞
あらわし,動詞
、,記号
彼,名詞
の,助詞
助平,名詞
の,助詞
好奇,名詞
心,名詞
を,助詞
、,記号
やや,副詞
満足,名詞
さ,動詞
せる,動詞
程度,名詞
の,助詞
いい加減,名詞
な,助動詞
「,記号
陳述,名詞
」,記号
を,助詞
する,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
「,記号
うん,感動詞
、,記号
それで,接続詞
だいたい,副詞
わかっ,動詞
た,助動詞
。,記号
何,名詞
でも,助詞
正直,名詞
に,助詞
答える,動詞
と,助詞
、,記号
わし,名詞
ら,名詞
の,助詞
ほう,名詞
で,助動詞
も,助詞
、,記号
そこ,名詞
は,助詞
手心,名詞
を,助詞
加える,動詞
」,記号
「,記号
ありがとう,感動詞
ござい,助動詞
ます,助動詞
。,記号
よろしく,副詞
お願い,名詞
いたし,動詞
ます,助動詞
」,記号
ほとんど,副詞
入神,名詞
の,助詞
演技,名詞
でし,助動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
自分,名詞
の,助詞
ため,名詞
に,助詞
は,助詞
、,記号
何,名詞
も,助詞
、,記号
一つ,名詞
も,助詞
、,記号
とくに,副詞
なら,動詞
ない,助動詞
力演,名詞
な,助動詞
の,名詞
です,助動詞
。,記号
夜,名詞
が,助詞
明け,動詞
て,助詞
、,記号
自分,名詞
は,助詞
署長,名詞
に,助詞
呼び出さ,動詞
れ,動詞
まし,助動詞
た,助動詞
。,記号
こんど,名詞
は,助詞
、,記号
本式,名詞
の,助詞
取調べ,名詞
な,助動詞
の,名詞
です,助動詞
。,記号
ドア,名詞
を,助詞
あけ,動詞
て,助詞
、,記号
署長,名詞
室,名詞
に,助詞
はいっ,動詞
た,助動詞
とたん,名詞
に,助詞
、,記号
「,記号
おう,動詞
、,記号
いい,形容詞
男,名詞
だ,助動詞
。,記号
これ,名詞
あ,感動詞
、,記号
お前,名詞
が,助詞
悪い,形容詞
ん,名詞
じゃ,助詞
ない,助動詞
。,記号
こんな,連体詞
、,記号
いい,形容詞
男,名詞
に,助詞
産ん,動詞
だ,助動詞
お前,名詞
の,助詞
おふくろ,名詞
が,助詞
悪い,形容詞
ん,名詞
だ,助動詞
」,記号
色,名詞
の,助詞
浅黒い,形容詞
、,記号
大学,名詞
出,名詞
みたい,名詞
な,助動詞
感じ,名詞
の,助詞
まだ,副詞
若い,形容詞
署長,名詞
でし,助動詞
た,助動詞
。,記号
いきなり,副詞
そう,副詞
言わ,動詞
れ,動詞
て,助詞
自分,名詞
は,助詞
、,記号
自分,名詞
の,助詞
顔,名詞
の,助詞
半面,名詞
に,助詞
べったり,副詞
赤,名詞
痣,名詞
で,助詞
も,助詞
ある,動詞
よう,名詞
な,助動詞
、,記号
みにくい,形容詞
不具,名詞
者,名詞
の,助詞
よう,名詞
な,助動詞
、,記号
みじめ,名詞
な,助動詞
気,名詞
が,助詞
し,動詞
まし,助動詞
た,助動詞
。,記号
この,連体詞
柔道,名詞
か,助詞
剣道,名詞
の,助詞
選手,名詞
の,助詞
よう,名詞
な,助動詞
署長,名詞
の,助詞
取調べ,名詞
は,助詞
、,記号
実に,副詞
あっさり,副詞
し,動詞
て,助詞
い,動詞
て,助詞
、,記号
あの,連体詞
深夜,名詞
の,助詞
老,接頭詞
巡査,名詞
の,助詞
ひそか,名詞
な,助動詞
、,記号
執拗,名詞
きわまる,動詞
好色,名詞
の,助詞
「,記号
取調べ,名詞
」,記号
と,助詞
は,助詞
、,記号
雲泥の差,名詞
が,助詞
あり,動詞
まし,助動詞
た,助動詞
。,記号
訊問,名詞
が,助詞
すん,動詞
で,助詞
、,記号
署長,名詞
は,助詞
、,記号
検事,名詞
局,名詞
に,助詞
送る,動詞
書類,名詞
を,助詞
し,動詞
た,助動詞
ため,名詞
ながら,助詞
、,記号
「,記号
からだ,名詞
を,助詞
丈夫,名詞
に,助詞
し,動詞
なけれ,助動詞
ゃ,名詞
、,記号
いか,動詞
ん,助動詞
ね,助詞
。,記号
血痰,名詞
が,助詞
出,動詞
て,助詞
いる,動詞
よう,名詞
じゃ,助詞
ない,助動詞
か,助詞
」,記号
と,助詞
言い,動詞
まし,助動詞
た,助動詞
。,記号
その,連体詞
朝,名詞
、,記号
へん,名詞
に,助詞
咳,名詞
が,助詞
出,動詞
て,助詞
、,記号
自分,名詞
は,助詞
咳,名詞
の,助詞
出る,動詞
たび,名詞
に,助詞
、,記号
ハンケチ,名詞
で,助詞
口,名詞
を,助詞
覆っ,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
です,助動詞
が,助詞
、,記号
その,連体詞
ハンケチ,名詞
に,助詞
赤い,形容詞
霰,名詞
が,助詞
降っ,動詞
た,助動詞
みたい,名詞
に,助詞
血,名詞
が,助詞
つい,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
けれども,接続詞
、,記号
それ,名詞
は,助詞
、,記号
喉,名詞
から,助詞
出,動詞
た,助動詞
血,名詞
で,助詞
は,助詞
なく,助動詞
、,記号
昨夜,名詞
、,記号
耳,名詞
の,助詞
下,名詞
に,助詞
出来,動詞
た,助動詞
小さい,形容詞
おでき,名詞
を,助詞
いじっ,動詞
て,助詞
、,記号
その,連体詞
おでき,名詞
から,助詞
出,動詞
た,助動詞
血,名詞
な,助動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
しかし,接続詞
、,記号
自分,名詞
は,助詞
、,記号
それ,名詞
を,助詞
言い,動詞
明,形容詞
さ,名詞
ない,形容詞
ほう,名詞
が,助詞
、,記号
便宜,名詞
な,助動詞
事,名詞
も,助詞
ある,動詞
よう,名詞
な,助動詞
気,名詞
が,助詞
ふっと,副詞
し,動詞
た,助動詞
もの,名詞
です,助動詞
から,助詞
、,記号
ただ,接続詞
、,記号
「,記号
はい,感動詞
」,記号
と,助詞
、,記号
伏,名詞
眼,名詞
に,助詞
なり,動詞
、,記号
殊勝,名詞
げ,名詞
に,助詞
答え,動詞
て,助詞
置き,動詞
まし,助動詞
た,助動詞
。,記号
署長,名詞
は,助詞
書類,名詞
を,助詞
書き,動詞
終え,動詞
て,助詞
、,記号
「,記号
起訴,名詞
に,助詞
なる,動詞
か,助詞
どう,副詞
か,助詞
、,記号
それ,名詞
は,助詞
検事,名詞
殿,名詞
が,助詞
きめる,動詞
こと,名詞
だ,助動詞
が,助詞
、,記号
お前,名詞
の,助詞
身元,名詞
引受,名詞
人,名詞
に,助詞
、,記号
電報,名詞
か,助詞
電話,名詞
で,助詞
、,記号
きょう,名詞
横浜,名詞
の,助詞
検事,名詞
局,名詞
に,助詞
来,動詞
て,助詞
もらう,動詞
よう,名詞
に,助詞
、,記号
たのん,動詞
だ,助動詞
ほう,名詞
が,助詞
いい,形容詞
な,助詞
。,記号
誰,名詞
か,助詞
、,記号
ある,動詞
だろ,助動詞
う,助動詞
、,記号
お前,名詞
の,助詞
保護,名詞
者,名詞
とか,助詞
保証,名詞
人,名詞
とかいう,助詞
もの,名詞
が,助詞
」,記号
父,名詞
の,助詞
東京,名詞
の,助詞
別荘,名詞
に,助詞
出入り,名詞
し,動詞
て,助詞
い,動詞
た,助動詞
書画,名詞
骨董,名詞
商,名詞
の,助詞
渋田,名詞
という,助詞
、,記号
自分,名詞
たち,名詞
と,助詞
同郷,名詞
人,名詞
で,助詞
、,記号
父,名詞
の,助詞
たいこ,名詞
持ち,動詞
みたい,名詞
な,助動詞
役,名詞
も,助詞
勤め,動詞
て,助詞
い,動詞
た,助動詞
ずんぐり,副詞
し,動詞
た,助動詞
独身,名詞
の,助詞
四,名詞
十,名詞
男,名詞
が,助詞
、,記号
自分,名詞
の,助詞
学校,名詞
の,助詞
保証,名詞
人,名詞
に,助詞
なっ,動詞
て,助詞
いる,動詞
の,名詞
を,助詞
、,記号
自分,名詞
は,助詞
思い出し,動詞
まし,助動詞
た,助動詞
。,記号
その,連体詞
男,名詞
の,助詞
顔,名詞
が,助詞
、,記号
殊に,副詞
眼,名詞
つき,名詞
が,助詞
、,記号
ヒラメ,名詞
に,助詞
似,動詞
て,助詞
いる,動詞
と,助詞
いう,動詞
ので,助詞
、,記号
父,名詞
は,助詞
いつも,副詞
その,連体詞
男,名詞
を,助詞
ヒラメ,名詞
と,助詞
呼び,動詞
、,記号
自分,名詞
も,助詞
、,記号
そう,副詞
呼び,動詞
なれ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
警察,名詞
の,助詞
電話,名詞
帳,名詞
を,助詞
借り,動詞
て,助詞
、,記号
ヒラメ,名詞
の,助詞
家,名詞
の,助詞
電話,名詞
番号,名詞
を,助詞
捜し,動詞
、,記号
見つかっ,動詞
た,助動詞
ので,助詞
、,記号
ヒラメ,名詞
に,助詞
電話,名詞
し,動詞
て,助詞
、,記号
横浜,名詞
の,助詞
検事,名詞
局,名詞
に,助詞
来,動詞
て,助詞
くれる,動詞
よう,名詞
に,助詞
頼み,動詞
まし,助動詞
たら,助動詞
、,記号
ヒラメ,名詞
は,助詞
人,名詞
が,助詞
変っ,動詞
た,助動詞
みたい,名詞
な,助動詞
威張っ,動詞
た,助動詞
口調,名詞
で,助詞
、,記号
それでも,接続詞
、,記号
とにかく,副詞
引受け,動詞
て,助詞
くれ,動詞
まし,助動詞
た,助動詞
。,記号
「,記号
おい,感動詞
、,記号
その,連体詞
電話機,名詞
、,記号
すぐ,副詞
消毒,名詞
し,動詞
た,助動詞
ほう,名詞
が,助詞
いい,形容詞
ぜ,助詞
。,記号
何せ,副詞
、,記号
血痰,名詞
が,助詞
出,動詞
て,助詞
いる,動詞
ん,名詞
だ,助動詞
から,助詞
」,記号
自分,名詞
が,助詞
、,記号
また,接続詞
保護,名詞
室,名詞
に,助詞
引き上げ,動詞
て,助詞
から,助詞
、,記号
お巡り,名詞
たち,名詞
に,助詞
そう,副詞
言いつけ,動詞
て,助詞
いる,動詞
署長,名詞
の,助詞
大きな,連体詞
声,名詞
が,助詞
、,記号
保護,名詞
室,名詞
に,助詞
坐っ,動詞
て,助詞
いる,動詞
自分,名詞
の,助詞
耳,名詞
に,助詞
まで,助詞
、,記号
とどき,動詞
まし,助動詞
た,助動詞
。,記号
お昼,名詞
すぎ,名詞
、,記号
自分,名詞
は,助詞
、,記号
細い,形容詞
麻,名詞
繩,名詞
で,助詞
胴,名詞
を,助詞
縛ら,動詞
れ,動詞
、,記号
それ,名詞
は,助詞
マント,名詞
で,助詞
隠す,動詞
こと,名詞
を,助詞
許さ,動詞
れ,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
その,連体詞
麻,名詞
繩,名詞
の,助詞
端,名詞
を,助詞
若い,形容詞
お巡り,名詞
が,助詞
、,記号
しっかり,副詞
握っ,動詞
て,助詞
い,動詞
て,助詞
、,記号
二,名詞
人,名詞
一緒,名詞
に,助詞
電車,名詞
で,助詞
横浜,名詞
に,助詞
向い,動詞
まし,助動詞
た,助動詞
。,記号
けれども,接続詞
、,記号
自分,名詞
に,助詞
は,助詞
少し,副詞
の,助詞
不安,名詞
も,助詞
無く,形容詞
、,記号
あの,連体詞
警察,名詞
の,助詞
保護,名詞
室,名詞
も,助詞
、,記号
老,接頭詞
巡査,名詞
も,助詞
なつかしく,形容詞
、,記号
嗚呼,感動詞
、,記号
自分,名詞
は,助詞
どうして,副詞
こう,副詞
な,助動詞
の,名詞
でしょ,助動詞
う,助動詞
、,記号
罪人,名詞
として,助詞
縛ら,動詞
れる,動詞
と,助詞
、,記号
かえって,副詞
ほっと,副詞
し,動詞
て,助詞
、,記号
そうして,接続詞
ゆったり,副詞
落ちつい,動詞
て,助詞
、,記号
その,連体詞
時,名詞
の,助詞
追憶,名詞
を,助詞
、,記号
いま,名詞
書く,動詞
に,助詞
当っ,動詞
て,助詞
も,助詞
、,記号
本当に,副詞
のびのび,副詞
し,動詞
た,助動詞
楽しい,形容詞
気持,名詞
に,助詞
なる,動詞
の,名詞
です,助動詞
。,記号
しかし,接続詞
、,記号
その,連体詞
時期,名詞
の,助詞
なつかしい,形容詞
思い出,名詞
の,助詞
中,名詞
に,助詞
も,助詞
、,記号
たった,副詞
一つ,名詞
、,記号
冷汗,名詞
三,名詞
斗,名詞
の,助詞
、,記号
生涯,名詞
わすれ,動詞
られ,動詞
ぬ,助動詞
悲惨,名詞
な,助動詞
しくじり,動詞
が,助詞
あっ,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
自分,名詞
は,助詞
、,記号
検事,名詞
局,名詞
の,助詞
薄暗い,形容詞
一室,名詞
で,助詞
、,記号
検事,名詞
の,助詞
簡単,名詞
な,助動詞
取調べ,名詞
を,助詞
受け,動詞
まし,助動詞
た,助動詞
。,記号
検事,名詞
は,助詞
四,名詞
十,名詞
歳,名詞
前後,名詞
の,助詞
物静か,名詞
な,助動詞
、,記号
（,記号
もし,副詞
自分,名詞
が,助詞
美貌,名詞
だっ,助動詞
た,助動詞
として,助詞
も,助詞
、,記号
それ,名詞
は,助詞
謂わ,動詞
ば,助詞
邪淫,名詞
の,助詞
美貌,名詞
だっ,助動詞
た,助動詞
に,助詞
違い,名詞
あり,動詞
ませ,助動詞
ん,助動詞
が,助詞
、,記号
その,連体詞
検事,名詞
の,助詞
顔,名詞
は,助詞
、,記号
正しい,形容詞
美貌,名詞
、,記号
と,助詞
でも,助詞
言い,動詞
たい,助動詞
よう,名詞
な,助動詞
、,記号
聡明,名詞
な,助動詞
静謐,名詞
の,助詞
気配,名詞
を,助詞
持っ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
）,記号
コセコセ,名詞
し,動詞
ない,助動詞
人柄,名詞
の,助詞
よう,名詞
でし,助動詞
た,助動詞
ので,助詞
、,記号
自分,名詞
も,助詞
全く,副詞
警戒,名詞
せ,動詞
ず,助動詞
、,記号
ぼんやり,副詞
陳述,名詞
し,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
です,助動詞
が,助詞
、,記号
突然,副詞
、,記号
れい,名詞
の,助詞
咳,名詞
が,助詞
出,動詞
て,助詞
来,動詞
て,助詞
、,記号
自分,名詞
は,助詞
袂,名詞
から,助詞
ハンケチ,名詞
を,助詞
出し,動詞
、,記号
ふと,副詞
その,連体詞
血,名詞
を,助詞
見,動詞
て,助詞
、,記号
この,連体詞
咳,名詞
も,助詞
また,接続詞
何,名詞
か,助詞
の,助詞
役に立つ,動詞
かも,助詞
知れ,動詞
ぬ,助動詞
と,助詞
あさましい,形容詞
駈,動詞
引き,名詞
の,助詞
心,名詞
を,助詞
起し,動詞
、,記号
ゴホン,名詞
、,記号
ゴホン,名詞
と,助詞
二つ,名詞
ばかり,助詞
、,記号
おまけ,名詞
の,助詞
贋,名詞
の,助詞
咳,名詞
を,助詞
大袈裟,名詞
に,助詞
附け,動詞
加え,動詞
て,助詞
、,記号
ハンケチ,名詞
で,助詞
口,名詞
を,助詞
覆っ,動詞
た,助動詞
まま,名詞
検事,名詞
の,助詞
顔,名詞
を,助詞
ちら,副詞
と,助詞
見,動詞
た,助動詞
、,記号
間一髪,名詞
、,記号
「,記号
ほんとう,名詞
かい,助詞
？,記号
」,記号
ものしずか,名詞
な,助動詞
微笑,名詞
でし,助動詞
た,助動詞
。,記号
冷汗,名詞
三,名詞
斗,名詞
、,記号
いいえ,感動詞
、,記号
いま,名詞
思い出し,動詞
て,助詞
も,助詞
、,記号
きりきり舞い,名詞
を,助詞
し,動詞
たく,助動詞
なり,動詞
ます,助動詞
。,記号
中学,名詞
時代,名詞
に,助詞
、,記号
あの,連体詞
馬鹿,名詞
の,助詞
竹,名詞
一,名詞
から,助詞
、,記号
ワザ,名詞
、,記号
ワザ,名詞
、,記号
と,助詞
言わ,動詞
れ,動詞
て,助詞
脊中,名詞
を,助詞
突か,動詞
れ,動詞
、,記号
地獄,名詞
に,助詞
蹴落さ,動詞
れ,動詞
た,助動詞
、,記号
その,連体詞
時,名詞
の,助詞
思い,動詞
以上,名詞
と,助詞
言っ,動詞
て,助詞
も,助詞
、,記号
決して,副詞
過言,名詞
で,助詞
は,助詞
無い,形容詞
気持,名詞
です,助動詞
。,記号
あれ,名詞
と,助詞
、,記号
これ,名詞
と,助詞
、,記号
二つ,名詞
、,記号
自分,名詞
の,助詞
生涯,名詞
に,助詞
於け,動詞
る,助動詞
演技,名詞
の,助詞
大,接頭詞
失敗,名詞
の,助詞
記録,名詞
です,助動詞
。,記号
検事,名詞
の,助詞
あんな,連体詞
物静か,名詞
な,助動詞
侮蔑,名詞
に,助詞
遭う,動詞
より,助詞
は,助詞
、,記号
いっそ,副詞
自分,名詞
は,助詞
十,名詞
年,名詞
の,助詞
刑,名詞
を,助詞
言い渡さ,動詞
れ,動詞
た,助動詞
ほう,名詞
が,助詞
、,記号
まし,名詞
だっ,助動詞
た,助動詞
と,助詞
思う,動詞
事,名詞
さえ,助詞
、,記号
時たま,副詞
ある,動詞
程,名詞
な,助動詞
の,名詞
です,助動詞
。,記号
自分,名詞
は,助詞
起訴,名詞
猶予,名詞
に,助詞
なり,動詞
まし,助動詞
た,助動詞
。,記号
けれども,接続詞
一向に,副詞
うれしく,形容詞
なく,助動詞
、,記号
世にも,副詞
みじめ,名詞
な,助動詞
気持,名詞
で,助詞
、,記号
検事,名詞
局,名詞
の,助詞
控室,名詞
の,助詞
ベンチ,名詞
に,助詞
腰かけ,動詞
、,記号
引取,名詞
り,助動詞
人,名詞
の,助詞
ヒラメ,名詞
が,助詞
来る,動詞
の,名詞
を,助詞
待っ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
背後,名詞
の,助詞
高い,形容詞
窓,名詞
から,助詞
夕焼け,名詞
の,助詞
空,名詞
が,助詞
見え,動詞
、,記号
鴎,名詞
が,助詞
、,記号
「,記号
女,名詞
」,記号
という,助詞
字,名詞
みたい,名詞
な,助動詞
形,名詞
で,助詞
飛ん,動詞
で,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
第,接頭詞
三,名詞
の,助詞
手記,名詞
竹,名詞
一,名詞
の,助詞
予言,名詞
の,助詞
、,記号
一つ,名詞
は,助詞
当り,動詞
、,記号
一つ,名詞
は,助詞
、,記号
はずれ,動詞
まし,助動詞
た,助動詞
。,記号
惚れ,動詞
られる,動詞
という,助詞
、,記号
名誉,名詞
で,助動詞
無い,助動詞
予言,名詞
の,助詞
ほう,名詞
は,助詞
、,記号
あたり,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
きっと,副詞
偉い,形容詞
絵,名詞
画き,動詞
に,助詞
なる,動詞
という,助詞
、,記号
祝福,名詞
の,助詞
予言,名詞
は,助詞
、,記号
はずれ,動詞
まし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
、,記号
わずか,副詞
に,助詞
、,記号
粗悪,名詞
な,助動詞
雑誌,名詞
の,助詞
、,記号
無名,名詞
の,助詞
下手,名詞
な,助動詞
漫画,名詞
家,名詞
に,助詞
なる,動詞
事,名詞
が,助詞
出来,動詞
た,助動詞
だけ,助詞
でし,助動詞
た,助動詞
。,記号
鎌倉,名詞
の,助詞
事件,名詞
の,助詞
ため,名詞
に,助詞
、,記号
高等,名詞
学校,名詞
から,助詞
は,助詞
追放,名詞
せら,動詞
れ,動詞
、,記号
自分,名詞
は,助詞
、,記号
ヒラメ,名詞
の,助詞
家,名詞
の,助詞
二,名詞
階,名詞
の,助詞
、,記号
三,名詞
畳,名詞
の,助詞
部屋,名詞
で,助詞
寝起き,名詞
し,動詞
て,助詞
、,記号
故郷,名詞
から,助詞
は,助詞
月々,名詞
、,記号
極めて,副詞
小額,名詞
の,助詞
金,名詞
が,助詞
、,記号
それ,名詞
も,助詞
直接,名詞
に,助詞
自分,名詞
宛,名詞
で,助詞
は,助詞
なく,助動詞
、,記号
ヒラメ,名詞
の,助詞
ところ,名詞
に,助詞
ひそか,名詞
に,助詞
送ら,動詞
れ,動詞
て,助詞
来,動詞
て,助詞
いる,動詞
様子,名詞
でし,助動詞
た,助動詞
が,助詞
、,記号
（,記号
しかも,接続詞
、,記号
それ,名詞
は,助詞
故郷,名詞
の,助詞
兄たち,名詞
が,助詞
、,記号
父,名詞
に,助詞
かくし,動詞
て,助詞
送っ,動詞
て,助詞
くれ,動詞
て,助詞
いる,動詞
という,助詞
形式,名詞
に,助詞
なっ,動詞
て,助詞
い,動詞
た,助動詞
よう,名詞
でし,助動詞
た,助動詞
）,記号
それ,名詞
っきり,名詞
、,記号
あと,名詞
は,助詞
故郷,名詞
と,助詞
の,助詞
つながり,名詞
を,助詞
全然,副詞
、,記号
断ち切ら,動詞
れ,動詞
て,助詞
しまい,動詞
、,記号
そうして,接続詞
、,記号
ヒラメ,名詞
は,助詞
いつも,副詞
不,接頭詞
機嫌,名詞
、,記号
自分,名詞
が,助詞
あいそ,名詞
笑い,名詞
を,助詞
し,動詞
て,助詞
も,助詞
、,記号
笑わ,動詞
ず,助動詞
、,記号
人間,名詞
という,助詞
もの,名詞
は,助詞
こんなにも,副詞
簡単,名詞
に,助詞
、,記号
それ,名詞
こそ,助詞
手のひら,名詞
を,助詞
かえす,動詞
が,助詞
如く,名詞
に,助詞
変化,名詞
できる,動詞
もの,名詞
か,助詞
と,助詞
、,記号
あさましく,形容詞
、,記号
いや,接続詞
、,記号
むしろ,副詞
滑稽,名詞
に,助詞
思わ,動詞
れる,動詞
くらい,助詞
の,助詞
、,記号
ひどい,形容詞
変り,名詞
様,名詞
で,助動詞
、,記号
「,記号
出,動詞
ちゃ,助詞
いけ,動詞
ませ,助動詞
ん,助動詞
よ,助詞
。,記号
とにかく,副詞
、,記号
出,動詞
ない,助動詞
で,助詞
下さい,動詞
よ,助詞
」,記号
それ,名詞
ばかり,助詞
自分,名詞
に,助詞
言っ,動詞
て,助詞
いる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
ヒラメ,名詞
は,助詞
、,記号
自分,名詞
に,助詞
自殺,名詞
の,助詞
おそれ,動詞
あり,動詞
と,助詞
、,記号
にらん,動詞
で,助詞
いる,動詞
らしく,助動詞
、,記号
つまり,接続詞
、,記号
女,名詞
の,助詞
後,名詞
を,助詞
追って,接続詞
また,接続詞
海,名詞
へ,助詞
飛び込ん,動詞
だり,助詞
する,動詞
危険,名詞
が,助詞
ある,動詞
と,助詞
見,動詞
て,助詞
とっ,動詞
て,助詞
いる,動詞
らしく,助動詞
、,記号
自分,名詞
の,助詞
外出,名詞
を,助詞
固く,形容詞
禁じ,動詞
て,助詞
いる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
けれども,接続詞
、,記号
酒,名詞
も,助詞
飲め,動詞
ない,助動詞
し,助詞
、,記号
煙草,名詞
も,助詞
吸え,動詞
ない,助動詞
し,助詞
、,記号
ただ,接続詞
、,記号
朝,名詞
から,助詞
晩,名詞
まで,助詞
二,名詞
階,名詞
の,助詞
三,名詞
畳,名詞
の,助詞
こたつ,名詞
に,助詞
もぐっ,動詞
て,助詞
、,記号
古,接頭詞
雑誌,名詞
なんか,助詞
読ん,動詞
で,助詞
阿呆,名詞
同然,名詞
の,助詞
くらし,名詞
を,助詞
し,動詞
て,助詞
いる,動詞
自分,名詞
に,助詞
は,助詞
、,記号
自殺,名詞
の,助詞
気力,名詞
さえ,助詞
失わ,動詞
れ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
ヒラメ,名詞
の,助詞
家,名詞
は,助詞
、,記号
大久保,名詞
の,助詞
医,名詞
専,名詞
の,助詞
近く,名詞
に,助詞
あり,動詞
、,記号
書画,名詞
骨董,名詞
商,名詞
、,記号
青,名詞
竜,名詞
園,名詞
、,記号
だ,助動詞
など,助詞
と,助詞
看板,名詞
の,助詞
文字,名詞
だけ,助詞
は,助詞
相当,名詞
に,助詞
気張っ,動詞
て,助詞
い,動詞
て,助詞
も,助詞
、,記号
一,名詞
棟,名詞
二,名詞
戸,名詞
の,助詞
、,記号
その,連体詞
一,名詞
戸,名詞
で,助動詞
、,記号
店,名詞
の,助詞
間口,名詞
も,助詞
狭く,形容詞
、,記号
店内,名詞
は,助詞
ホコリ,名詞
だらけ,名詞
で,助詞
、,記号
いい加減,名詞
な,助動詞
ガラクタ,名詞
ばかり,助詞
並べ,動詞
、,記号
（,記号
もっとも,接続詞
、,記号
ヒラメ,名詞
は,助詞
その,連体詞
店,名詞
の,助詞
ガラクタ,名詞
に,助詞
たよっ,動詞
て,助詞
商売,名詞
し,動詞
て,助詞
いる,動詞
わけ,名詞
で,助動詞
は,助詞
なく,助動詞
、,記号
こっち,名詞
の,助詞
所,名詞
謂,名詞
旦那,名詞
の,助詞
秘蔵,名詞
の,助詞
もの,名詞
を,助詞
、,記号
あっち,名詞
の,助詞
所,名詞
謂,名詞
旦那,名詞
に,助詞
その,連体詞
所有,名詞
権,名詞
を,助詞
ゆずる,動詞
場合,名詞
など,助詞
に,助詞
活躍,名詞
し,動詞
て,助詞
、,記号
お金,名詞
を,助詞
