表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
低,接頭詞,名詞接続,*,*,*,*,低,テイ,テイ
声,名詞,一般,*,*,*,*,声,コエ,コエ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
わずか,副詞,助詞類接続,*,*,*,*,わずか,ワズカ,ワズカ
答え,動詞,自立,*,*,一段,連用形,答える,コタエ,コタエ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
王様,名詞,一般,*,*,*,*,王様,オウサマ,オーサマ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
殺し,動詞,自立,*,*,五段・サ行,連用形,殺す,コロシ,コロシ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
なぜ,副詞,助詞類接続,*,*,*,*,なぜ,ナゼ,ナゼ
殺す,動詞,自立,*,*,五段・サ行,基本形,殺す,コロス,コロス
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
悪心,名詞,一般,*,*,*,*,悪心,アクシン,アクシン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
抱い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,抱く,ダイ,ダイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
、,記号,読点,*,*,*,*,、,、,、
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
誰,名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ
も,助詞,係助詞,*,*,*,*,も,モ,モ
そんな,連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ
、,記号,読点,*,*,*,*,、,、,、
悪心,名詞,一般,*,*,*,*,悪心,アクシン,アクシン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
持っ,動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
居り,動詞,自立,*,*,五段・ラ行,連用形,居る,オリ,オリ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ぬ,助動詞,*,*,*,不変化型,基本形,ぬ,ヌ,ヌ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
たくさん,名詞,副詞可能,*,*,*,*,たくさん,タクサン,タクサン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
殺し,動詞,自立,*,*,五段・サ行,連用形,殺す,コロシ,コロシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
はい,感動詞,*,*,*,*,*,はい,ハイ,ハイ
、,記号,読点,*,*,*,*,、,、,、
はじめ,名詞,副詞可能,*,*,*,*,はじめ,ハジメ,ハジメ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
王様,名詞,一般,*,*,*,*,王様,オウサマ,オーサマ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
妹,名詞,一般,*,*,*,*,妹,イモウト,イモート
婿,名詞,一般,*,*,*,*,婿,ムコ,ムコ
さま,名詞,接尾,人名,*,*,*,さま,サマ,サマ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
、,記号,読点,*,*,*,*,、,、,、
御,接頭詞,名詞接続,*,*,*,*,御,ゴ,ゴ
自身,名詞,一般,*,*,*,*,自身,ジシン,ジシン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ
世嗣,名詞,一般,*,*,*,*,世嗣,セイシ,セイシ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
、,記号,読点,*,*,*,*,、,、,、
妹,名詞,一般,*,*,*,*,妹,イモウト,イモート
さま,名詞,接尾,人名,*,*,*,さま,サマ,サマ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
、,記号,読点,*,*,*,*,、,、,、
妹,名詞,一般,*,*,*,*,妹,イモウト,イモート
さま,名詞,接尾,人名,*,*,*,さま,サマ,サマ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
御子,名詞,一般,*,*,*,*,御子,ミコ,ミコ
さま,名詞,接尾,人名,*,*,*,さま,サマ,サマ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
、,記号,読点,*,*,*,*,、,、,、
皇后,名詞,一般,*,*,*,*,皇后,コウゴウ,コーゴー
さま,名詞,接尾,人名,*,*,*,さま,サマ,サマ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
、,記号,読点,*,*,*,*,、,、,、
賢,名詞,一般,*,*,*,*,賢,ケン,ケン
臣,名詞,一般,*,*,*,*,臣,シン,シン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
アレキス,名詞,一般,*,*,*,*,アレキス,*,*
様,名詞,接尾,人名,*,*,*,様,サマ,サマ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
おどろい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,おどろく,オドロイ,オドロイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
国王,名詞,一般,*,*,*,*,国王,コクオウ,コクオー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
乱心,名詞,サ変接続,*,*,*,*,乱心,ランシン,ランシン
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
いいえ,感動詞,*,*,*,*,*,いいえ,イイエ,イーエ
、,記号,読点,*,*,*,*,、,、,、
乱心,名詞,サ変接続,*,*,*,*,乱心,ランシン,ランシン
で,助詞,格助詞,一般,*,*,*,で,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ござい,助動詞,*,*,*,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ぬ,助動詞,*,*,*,不変化型,基本形,ぬ,ヌ,ヌ
。,記号,句点,*,*,*,*,。,。,。
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、,記号,読点,*,*,*,*,、,、,、
信ずる,動詞,自立,*,*,サ変・−ズル,基本形,信ずる,シンズル,シンズル
事,名詞,非自立,一般,*,*,*,事,コト,コト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
出来,動詞,自立,*,*,一段,未然形,出来る,デキ,デキ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
、,記号,読点,*,*,*,*,、,、,、
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
このごろ,名詞,副詞可能,*,*,*,*,このごろ,コノゴロ,コノゴロ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
臣下,名詞,一般,*,*,*,*,臣下,シンカ,シンカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
心,名詞,一般,*,*,*,*,心,ココロ,ココロ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ
疑い,名詞,一般,*,*,*,*,疑い,ウタガイ,ウタガイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なり,動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
、,記号,読点,*,*,*,*,、,、,、
少しく,副詞,一般,*,*,*,*,少しく,スコシク,スコシク
派手,名詞,形容動詞語幹,*,*,*,*,派手,ハデ,ハデ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
暮し,名詞,一般,*,*,*,*,暮し,クラシ,クラシ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
者,名詞,非自立,一般,*,*,*,者,モノ,モノ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
人質,名詞,一般,*,*,*,*,人質,ヒトジチ,ヒトジチ
ひとり,名詞,一般,*,*,*,*,ひとり,ヒトリ,ヒトリ
ずつ,助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ
差し出す,動詞,自立,*,*,五段・サ行,基本形,差し出す,サシダス,サシダス
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
命じ,動詞,自立,*,*,一段,連用形,命じる,メイジ,メイジ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
居り,動詞,自立,*,*,五段・ラ行,連用形,居る,オリ,オリ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。,記号,句点,*,*,*,*,。,。,。
御,接頭詞,名詞接続,*,*,*,*,御,ゴ,ゴ
命令,名詞,サ変接続,*,*,*,*,命令,メイレイ,メイレイ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
拒め,動詞,自立,*,*,五段・マ行,仮定形,拒む,コバメ,コバメ
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ
十字架,名詞,一般,*,*,*,*,十字架,ジュウジカ,ジュージカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
かけ,動詞,自立,*,*,一段,未然形,かける,カケ,カケ
られ,動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
殺さ,動詞,自立,*,*,五段・サ行,未然形,殺す,コロサ,コロサ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。,記号,句点,*,*,*,*,。,。,。
きょう,名詞,副詞可能,*,*,*,*,きょう,キョウ,キョー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
六,名詞,数,*,*,*,*,六,ロク,ロク
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
殺さ,動詞,自立,*,*,五段・サ行,未然形,殺す,コロサ,コロサ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
聞い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
激怒,名詞,サ変接続,*,*,*,*,激怒,ゲキド,ゲキド
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
呆れ,動詞,自立,*,*,一段,連用形,呆れる,アキレ,アキレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
王,名詞,一般,*,*,*,*,王,オウ,オー
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
生かし,動詞,自立,*,*,五段・サ行,連用形,生かす,イカシ,イカシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
置け,動詞,自立,*,*,一段,未然形,置ける,オケ,オケ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
単純,名詞,形容動詞語幹,*,*,*,*,単純,タンジュン,タンジュン
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
男,名詞,一般,*,*,*,*,男,オトコ,オトコ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ,助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
買い物,名詞,サ変接続,*,*,*,*,買い物,カイモノ,カイモノ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、,記号,読点,*,*,*,*,、,、,、
背負っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,背負う,セオッ,セオッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
まま,名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
のそのそ,副詞,一般,*,*,*,*,のそのそ,ノソノソ,ノソノソ
王城,名詞,一般,*,*,*,*,王城,オウジョウ,オージョー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
いっ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
行っ,動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
たちまち,副詞,助詞類接続,*,*,*,*,たちまち,タチマチ,タチマチ
彼,名詞,代名詞,一般,*,*,*,彼,カレ,カレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
巡邏,名詞,サ変接続,*,*,*,*,巡邏,ジュンラ,ジュンラ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
警吏,名詞,一般,*,*,*,*,警吏,*,*
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
捕縛,名詞,サ変接続,*,*,*,*,捕縛,ホバク,ホバク
さ,動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
調べ,動詞,自立,*,*,一段,未然形,調べる,シラベ,シラベ
られ,動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
メロス,名詞,一般,*,*,*,*,メロス,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
懐中,名詞,サ変接続,*,*,*,*,懐中,カイチュウ,カイチュー
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
短剣,名詞,一般,*,*,*,*,短剣,タンケン,タンケン
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
出,動詞,自立,*,*,一段,連用形,出る,デ,デ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ので,助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ
、,記号,読点,*,*,*,*,、,、,、
騒ぎ,名詞,一般,*,*,*,*,騒ぎ,サワギ,サワギ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
大きく,形容詞,自立,*,*,形容詞・イ段,連用テ接続,大きい,オオキク,オーキク
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまっ,動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
王,名詞,一般,*,*,*,*,王,オウ,オー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
引き出さ,動詞,自立,*,*,五段・サ行,未然形,引き出す,ヒキダサ,ヒキダサ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
この,連体詞,*,*,*,*,*,この,コノ,コノ
短刀,名詞,一般,*,*,*,*,短刀,タントウ,タントー
で,助詞,格助詞,一般,*,*,*,で,デ,デ
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
つもり,名詞,非自立,一般,*,*,*,つもり,ツモリ,ツモリ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ,助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
言え,動詞,自立,*,*,一段,連用形,言える,イエ,イエ
！,記号,一般,*,*,*,*,！,！,！
」,記号,括弧閉,*,*,*,*,」,」,」
暴君,名詞,一般,*,*,*,*,暴君,ボウクン,ボークン
ディオニス,名詞,一般,*,*,*,*,ディオニス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
静か,名詞,形容動詞語幹,*,*,*,*,静か,シズカ,シズカ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
、,記号,読点,*,*,*,*,、,、,、
けれども,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
威厳,名詞,一般,*,*,*,*,威厳,イゲン,イゲン
を以て,助詞,格助詞,連語,*,*,*,を以て,ヲモッテ,ヲモッテ
問いつめ,動詞,自立,*,*,一段,連用形,問いつめる,トイツメ,トイツメ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
王,名詞,一般,*,*,*,*,王,オウ,オー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
顔,名詞,一般,*,*,*,*,顔,カオ,カオ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
蒼白,名詞,形容動詞語幹,*,*,*,*,蒼白,ソウハク,ソーハク
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
、,記号,読点,*,*,*,*,、,、,、
眉間,名詞,一般,*,*,*,*,眉間,ミケン,ミケン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
皺,名詞,一般,*,*,*,*,皺,シワ,シワ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
刻み込ま,動詞,自立,*,*,五段・マ行,未然形,刻み込む,キザミコマ,キザミコマ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
深かっ,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,深い,フカカッ,フカカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
市,名詞,一般,*,*,*,*,市,シ,シ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
暴君,名詞,一般,*,*,*,*,暴君,ボウクン,ボークン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
手,名詞,一般,*,*,*,*,手,テ,テ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
救う,動詞,自立,*,*,五段・ワ行促音便,基本形,救う,スクウ,スクウ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
悪びれ,動詞,自立,*,*,一段,未然形,悪びれる,ワルビレ,ワルビレ
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
答え,動詞,自立,*,*,一段,連用形,答える,コタエ,コタエ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
おまえ,名詞,代名詞,一般,*,*,*,おまえ,オマエ,オマエ
